Survey Collection ID,System,School,Survey Type,Delivery Method,Date,Primary Facilitator,Secondary Facilitator,Tertiary Facilitator,Quaternary Facilitator,Submitter Role,Clear about change we seek,Clear about roles and responsibilities,Confident plan will achieve goals,Feel more equipped,Equipped and supported,Understand state of instruction,Valuable use of my time:,Clarity direction of work ahead,I learned something:,Likely to recommend Instruction Partners
a152E00000F21ekQAB,District/Network 72,,Professional Development,Virtual,9/16/2021,Facilitator 26,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F21ekQAB,District/Network 72,,Professional Development,Virtual,9/16/2021,Facilitator 26,,,,Assistant Principal,,,,Agree,,,Strongly Agree,,,9
a152E00000F21euQAB,District/Network 48,,Walkthrough and Debrief,On-site,9/16/2021,Facilitator 8,Facilitator 7,Facilitator 44,,Assistant Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2HpRQAV,District/Network 29,School 66,Leader Coaching,Virtual,9/17/2021,Facilitator 41,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000F2I4IQAV,District/Network 41,School 112,Action Planning,Virtual,9/17/2021,Facilitator 4,Facilitator 48,Facilitator 49,,Principal,Somewhat Agree,Neutral,Neutral,,,,Agree,,,
a152E00000F2I4IQAV,District/Network 41,School 112,Action Planning,Virtual,9/17/2021,Facilitator 4,Facilitator 48,Facilitator 49,,Instructional Coach,Agree,Agree,Somewhat Agree,,,,Agree,,,
a152E00000F23oiQAB,District/Network 52,School 158,Action Planning,Virtual,9/17/2021,Facilitator 41,Facilitator 29,,,Instructional Coach,Agree,Agree,Agree,,,,Strongly Agree,,,
a152E00000F23oiQAB,District/Network 52,School 158,Action Planning,Virtual,9/17/2021,Facilitator 41,Facilitator 29,,,Other,Agree,Agree,Agree,,,,Strongly Agree,,,
a152E00000F23oiQAB,District/Network 52,School 158,Action Planning,Virtual,9/17/2021,Facilitator 41,Facilitator 29,,,Superintendent / CMO Executive Director,Agree,Agree,Somewhat Agree,,,,Agree,,,
a152E00000F2I4SQAV,District/Network 26,School 59,Leader Coaching,Virtual,9/20/2021,Facilitator 6,,,,Instructional Coach,,,,,,,Strongly Agree,,Strongly Agree,
a152E00000F27a6QAB,District/Network 29,School 66,Walkthrough and Debrief,On-site,9/20/2021,Facilitator 16,Facilitator 30,Facilitator 41,,Assistant Principal,,,,,,Agree,Strongly Agree,,Strongly Agree,10
a152E00000F27a6QAB,District/Network 29,School 66,Walkthrough and Debrief,On-site,9/20/2021,Facilitator 16,Facilitator 30,Facilitator 41,,Assistant Principal,,,,,,Agree,Agree,,Agree,9
a152E00000F2B7GQAV,District/Network 38,School 94,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,Instructional Coach,,,,Strongly Agree,,,Agree,,,10
a152E00000F2B7GQAV,District/Network 38,School 96,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,Principal,,,,Agree,,,Agree,,,10
a152E00000F2B7GQAV,District/Network 38,School 96,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B7GQAV,District/Network 38,School 97,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B7GQAV,District/Network 38,School 97,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000F2B7GQAV,District/Network 38,School 97,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B7GQAV,District/Network 38,School 97,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B7GQAV,District/Network 38,School 102,Professional Development,Virtual,9/20/2021,Facilitator 7,Facilitator 8,Facilitator 5,Facilitator 49,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000F20MKQAZ,District/Network 43,School 126,Professional Development,Virtual,9/20/2021,Facilitator 17,,,,Teacher,,,,Somewhat Agree,,,Agree,,,9
a152E00000F20MKQAZ,District/Network 43,School 126,Professional Development,Virtual,9/20/2021,Facilitator 17,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000F2BJXQA3,District/Network 14,School 22,Walkthrough and Debrief,On-site,9/21/2021,Facilitator 29,Facilitator 32,Facilitator 70,,Teacher,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2BJXQA3,District/Network 14,School 22,Walkthrough and Debrief,On-site,9/21/2021,Facilitator 29,Facilitator 32,Facilitator 70,,Teacher,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2BJXQA3,District/Network 14,School 22,Walkthrough and Debrief,On-site,9/21/2021,Facilitator 29,Facilitator 32,Facilitator 70,,Teacher,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2BJXQA3,District/Network 14,School 22,Walkthrough and Debrief,On-site,9/21/2021,Facilitator 29,Facilitator 32,Facilitator 70,,Teacher,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2IfIQAV,District/Network 19,School 34,Walkthrough and Debrief,On-site,9/21/2021,Facilitator 33,Facilitator 13,,,Assistant Principal,,,,,,Agree,Agree,,Agree,8
a152E00000F2NEVQA3,District/Network 28,School 64,Leader Coaching,Virtual,9/21/2021,Facilitator 6,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000F27aAQAR,District/Network 29,School 65,Walkthrough and Debrief,On-site,9/21/2021,Facilitator 16,Facilitator 30,Facilitator 41,,District Leader / CMO Leader,,,,,,Agree,Strongly Agree,,Agree,8
a152E00000F2B22QAF,District/Network 2,School 2,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Neutral,,,Agree,,,8
a152E00000F2B22QAF,District/Network 2,School 9,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B22QAF,District/Network 2,School 9,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B22QAF,District/Network 2,School 16,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2IfNQAV,District/Network 19,School 32,Walkthrough and Debrief,On-site,9/22/2021,Facilitator 33,Facilitator 66,,,Assistant Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2B22QAF,District/Network 2,School 37,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B22QAF,District/Network 2,School 50,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B22QAF,District/Network 2,School 50,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B22QAF,District/Network 2,School 63,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B22QAF,District/Network 2,School 63,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Agree,,,5
a152E00000F2B22QAF,District/Network 2,School 81,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F20Y1QAJ,District/Network 37,School 95,Walkthrough and Debrief,On-site,9/22/2021,Facilitator 11,Facilitator 35,,,Assistant Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2B22QAF,District/Network 2,School 91,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F20Y1QAJ,District/Network 37,School 95,Walkthrough and Debrief,On-site,9/22/2021,Facilitator 11,Facilitator 35,,,District Leader / CMO Leader,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,8
a152E00000F20MUQAZ,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Agree,,,Agree,,,8
a152E00000F20MUQAZ,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Somewhat Disagree,,,Somewhat Agree,,,10
a152E00000F20MUQAZ,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Neutral,,,Somewhat Disagree,,,7
a152E00000F2NKxQAN,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Somewhat Disagree,,,Strongly Disagree,,,1
a152E00000F20MUQAZ,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Agree,,,Somewhat Disagree,,,7
a152E00000F2NKxQAN,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,8
a152E00000F20MUQAZ,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Strongly Disagree,,,Somewhat Agree,,,4
a152E00000F2NKxQAN,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,9
a152E00000F2NKxQAN,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Somewhat Disagree,,,Disagree,,,4
a152E00000F2NKxQAN,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,9
a152E00000F20MUQAZ,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Agree,,,Agree,,,8
a152E00000F20MUQAZ,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Disagree,,,Strongly Disagree,,,5
a152E00000F2NKxQAN,District/Network 42,School 116,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,8
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,7
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,10
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Agree,,,Agree,,,8
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Neutral,,,Neutral,,,5
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Disagree,,,Strongly Disagree,,,4
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Somewhat Disagree,,,Somewhat Disagree,,,2
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,7
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Other,,,,Agree,,,Agree,,,7
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,8
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Somewhat Agree,,,10
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Agree,,,Neutral,,,5
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,10
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Agree,,,7
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Somewhat Disagree,,,Neutral,,,8
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Neutral,,,Disagree,,,5
a152E00000F2NKxQAN,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 19,,,,Teacher,,,,Agree,,,Neutral,,,7
a152E00000F20MUQAZ,District/Network 42,School 120,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Strongly Disagree,,,Agree,,,8
a152E00000F2B1xQAF,District/Network 48,School 151,Action Planning,Virtual,9/22/2021,Facilitator 8,Facilitator 7,Facilitator 44,,Superintendent / CMO Executive Director,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000F2B1xQAF,District/Network 48,School 151,Action Planning,Virtual,9/22/2021,Facilitator 8,Facilitator 7,Facilitator 44,,District Leader / CMO Leader,Strongly Agree,Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000F2B1xQAF,District/Network 48,School 151,Action Planning,Virtual,9/22/2021,Facilitator 8,Facilitator 7,Facilitator 44,,District Leader / CMO Leader,Strongly Agree,Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000F2B76QAF,District/Network 57,School 165,Walkthrough and Debrief,On-site,9/22/2021,Facilitator 23,Facilitator 21,,,Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2B76QAF,District/Network 57,School 165,Walkthrough and Debrief,On-site,9/22/2021,Facilitator 23,Facilitator 21,,,Teacher Leader,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2B22QAF,District/Network 2,School 167,Professional Development,Virtual,9/22/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000F20MUQAZ,District/Network 42,,Professional Development,Virtual,9/22/2021,Facilitator 17,,,,Teacher,,,,Strongly Disagree,,,Strongly Disagree,,,0
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,Other,,,,Agree,,,Agree,,,9
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,District Leader / CMO Leader,,,,Agree,,,Agree,,,8
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,Other,,,,Agree,,,Agree,,,8
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,Teacher,,,,Somewhat Agree,,,Agree,,,9
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,Other,,,,Agree,,,Agree,,,10
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,Other,,,,Agree,,,Agree,,,9
a152E00000F26XnQAJ,District/Network 71,,Professional Development,Virtual,9/22/2021,Facilitator 61,Facilitator 62,Facilitator 72,,District Leader / CMO Leader,,,,Agree,,,Agree,,,9
a152E00000F2B2HQAV,District/Network 2,School 2,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Somewhat Agree,,,Agree,,,3
a152E00000F2O1CQAV,District/Network 5,School 5,Professional Development,Virtual,9/23/2021,Facilitator 13,,,,Assistant Principal,,,,Strongly Agree,,,Agree,,,9
a152E00000F27aHQAR,District/Network 5,School 5,Leader Coaching,Virtual,9/23/2021,Facilitator 16,Facilitator 13,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000F2O1CQAV,District/Network 5,School 5,Professional Development,Virtual,9/23/2021,Facilitator 13,,,,Assistant Principal,,,,Strongly Agree,,,Agree,,,10
a152E00000F2B2HQAV,District/Network 2,School 9,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B42QAF,District/Network 2,School 9,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2O1CQAV,District/Network 5,School 11,Professional Development,Virtual,9/23/2021,Facilitator 13,,,,Assistant Principal,,,,Somewhat Disagree,,,Neutral,,,10
a152E00000F2O1CQAV,District/Network 5,School 11,Professional Development,Virtual,9/23/2021,Facilitator 13,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2I4cQAF,District/Network 12,School 18,Walkthrough and Debrief,On-site,9/23/2021,Facilitator 15,Facilitator 14,Facilitator 26,Facilitator 27,Assistant Principal,,,,,,Agree,Agree,,Agree,9
a152E00000F2I4cQAF,District/Network 12,School 18,Walkthrough and Debrief,On-site,9/23/2021,Facilitator 15,Facilitator 14,Facilitator 26,Facilitator 27,Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,9
a152E00000F2I4cQAF,District/Network 12,School 18,Walkthrough and Debrief,On-site,9/23/2021,Facilitator 15,Facilitator 14,Facilitator 26,Facilitator 27,Instructional Coach,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2B2HQAV,District/Network 2,School 16,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000F2I4cQAF,District/Network 12,School 18,Walkthrough and Debrief,On-site,9/23/2021,Facilitator 15,Facilitator 14,Facilitator 26,Facilitator 27,Instructional Coach,,,,,,Agree,Strongly Agree,,Strongly Agree,10
a152E00000F2B42QAF,District/Network 2,School 16,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000F2B2HQAV,District/Network 2,School 24,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000F2B42QAF,District/Network 2,School 24,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Agree,,,Agree,,,9
a152E00000F2B2HQAV,District/Network 2,School 37,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000F2B2HQAV,District/Network 2,School 50,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000F2B42QAF,District/Network 2,School 50,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000F2B2HQAV,District/Network 2,School 63,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000F27aGQAR,District/Network 29,School 66,Action Planning,Virtual,9/23/2021,Facilitator 16,Facilitator 30,Facilitator 41,,Assistant Principal,Strongly Agree,Strongly Agree,Agree,,,,Strongly Agree,,,
a152E00000F2B42QAF,District/Network 2,School 63,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B2HQAV,District/Network 2,School 71,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Agree,,,Agree,,,8
a152E00000F2B42QAF,District/Network 2,School 71,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Agree,,,Agree,,,8
a152E00000F2B2HQAV,District/Network 2,School 81,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B42QAF,District/Network 2,School 81,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B2HQAV,District/Network 2,School 85,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Agree,,,Strongly Agree,,,8
a152E00000F2B42QAF,District/Network 2,School 85,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Agree,,,Strongly Agree,,,8
a152E00000F2B2HQAV,District/Network 2,School 91,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B42QAF,District/Network 2,School 91,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B2HQAV,District/Network 2,School 138,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Agree,,,Strongly Agree,,,8
a152E00000F2B42QAF,District/Network 2,School 138,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Agree,,,Strongly Agree,,,8
a152E00000F20MjQAJ,District/Network 51,School 157,Action Planning,Virtual,9/23/2021,Facilitator 18,Facilitator 19,,,Principal,Agree,Agree,Agree,,,,Agree,,,
a152E00000F2B7BQAV,District/Network 57,School 165,Action Planning,Virtual,9/23/2021,Facilitator 23,Facilitator 21,,,Principal,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000F2B7BQAV,District/Network 57,School 165,Action Planning,Virtual,9/23/2021,Facilitator 23,Facilitator 21,,,Teacher Leader,Strongly Agree,Neutral,Strongly Agree,,,,Strongly Agree,,,
a152E00000F2B2HQAV,District/Network 2,School 167,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B42QAF,District/Network 2,School 167,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B2HQAV,District/Network 2,School 168,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Principal,,,,Neutral,,,Agree,,,7
a152E00000F2B42QAF,District/Network 2,School 168,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Principal,,,,Agree,,,Strongly Agree,,,7
a152E00000F2B2HQAV,District/Network 2,,Professional Development,On-site,9/23/2021,Facilitator 2,,,,Superintendent / CMO Executive Director,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B42QAF,District/Network 2,,Professional Development,On-site,9/23/2021,Facilitator 8,,,,Superintendent / CMO Executive Director,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F2B42QAF,District/Network 2,,Professional Development,On-site,9/23/2021,Facilitator 8,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F23KoQAJ,District/Network 2,School 2,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,,8
a152E00000F23J4QAJ,District/Network 2,School 2,Professional Development,Virtual,9/24/2021,Facilitator 2,,,,Instructional Coach,,,,Agree,,,Agree,,,9
a152E00000F23KoQAJ,District/Network 2,School 9,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,,7
a152E00000F23KoQAJ,District/Network 2,School 16,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Other,,,,Agree,,,Agree,,,7
a152E00000F23KoQAJ,District/Network 2,School 24,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,,5
a152E00000F23KoQAJ,District/Network 2,School 37,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Other,,,,Agree,,,Agree,,,9
a152E00000F23KoQAJ,District/Network 2,School 50,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Other,,,,Agree,,,Agree,,,8
a152E00000F23KoQAJ,District/Network 2,School 60,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,,9
a152E00000F23KoQAJ,District/Network 2,School 60,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,,5
a152E00000F23J4QAJ,District/Network 2,School 71,Professional Development,Virtual,9/24/2021,Facilitator 2,,,,Instructional Coach,,,,Neutral,,,Strongly Agree,,,7
a152E00000F23KoQAJ,District/Network 2,School 81,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Other,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F23J4QAJ,District/Network 2,School 81,Professional Development,Virtual,9/24/2021,Facilitator 2,,,,Other,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F23KoQAJ,District/Network 2,School 85,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Other,,,,Agree,,,Strongly Agree,,,10
a152E00000F23KoQAJ,District/Network 2,School 91,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Other,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F23J4QAJ,District/Network 2,School 138,Professional Development,Virtual,9/24/2021,Facilitator 2,,,,Instructional Coach,,,,Somewhat Agree,,,Agree,,,6
a152E00000F23KoQAJ,District/Network 2,School 167,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,,7
a152E00000F23KoQAJ,District/Network 2,,Professional Development,Virtual,9/24/2021,Facilitator 8,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F26XiQAJ,District/Network 2,School 2,Walkthrough and Debrief,On-site,9/27/2021,Facilitator 3,Facilitator 4,Facilitator 9,Facilitator 2,Instructional Coach,,,,,,Agree,Agree,,Agree,10
a152E00000F26XiQAJ,District/Network 2,School 2,Walkthrough and Debrief,On-site,9/27/2021,Facilitator 3,Facilitator 4,Facilitator 9,Facilitator 2,Instructional Coach,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F26XiQAJ,District/Network 2,School 2,Walkthrough and Debrief,On-site,9/27/2021,Facilitator 3,Facilitator 4,Facilitator 9,Facilitator 2,Assistant Principal,,,,,,Somewhat Agree,Somewhat Agree,,Strongly Agree,5
a152E00000F2aZnQAJ,District/Network 8,School 8,Action Planning,Virtual,9/27/2021,Facilitator 15,Facilitator 14,,,Principal,Strongly Agree,Strongly Agree,Agree,,,,Agree,,,
a152E00000F2OLwQAN,District/Network 11,School 14,Walkthrough and Debrief,On-site,9/27/2021,Facilitator 23,Facilitator 21,,,Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
