Survey Collection ID,System,School,Survey Type,Delivery Method,Date,Primary Facilitator,Secondary Facilitator,Tertiary Facilitator,Quaternary Facilitator,Submitter Role,Clear about change we seek,Clear about roles and responsibilities,Confident plan will achieve goals,Feel more equipped,Equipped and supported,Understand state of instruction,Valuable use of my time:,Clarity direction of work ahead,I learned something:,Likely to recommend Instruction Partners
a152E00000F5MiiQAF,District/Network 27,School 61,Leader Coaching,Virtual,11/18/2021,Facilitator 26,,,,Other,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FE6XeQAL,District/Network 2,School 63,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FE6XeQAL,District/Network 2,School 71,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Agree,,,Agree,,,9
a152E00000FE6XeQAL,District/Network 2,School 85,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Agree,,,Agree,,,9
a152E00000FE6XsQAL,District/Network 2,School 99,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Agree,,,Strongly Agree,,,7
a152E00000F5MOvQAN,District/Network 38,School 97,Professional Development,Virtual,11/18/2021,Facilitator 7,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000F5MOvQAN,District/Network 38,School 102,Professional Development,Virtual,11/18/2021,Facilitator 7,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MOvQAN,District/Network 38,School 102,Professional Development,Virtual,11/18/2021,Facilitator 7,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MOvQAN,District/Network 38,School 102,Professional Development,Virtual,11/18/2021,Facilitator 7,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FE6XsQAL,District/Network 2,School 104,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F3wGTQAZ,District/Network 3,School 105,Action Planning,On-site,11/18/2021,Facilitator 4,Facilitator 7,Facilitator 9,,Assistant Principal,Agree,Agree,Agree,,,,Agree,,,
a152E00000F5MPAQA3,District/Network 2,School 104,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Agree,,,8
a152E00000F3wGTQAZ,District/Network 3,School 105,Action Planning,On-site,11/18/2021,Facilitator 4,Facilitator 7,Facilitator 9,,Teacher,Agree,Agree,Agree,,,,Agree,,,
a152E00000F5MPAQA3,District/Network 2,School 104,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Agree,,,6
a152E00000F3wGTQAZ,District/Network 3,School 105,Action Planning,On-site,11/18/2021,Facilitator 4,Facilitator 7,Facilitator 9,,Other,Agree,Agree,Agree,,,,Agree,,,
a152E00000F3wGTQAZ,District/Network 3,School 105,Action Planning,On-site,11/18/2021,Facilitator 4,Facilitator 7,Facilitator 9,,Principal,Agree,Strongly Agree,Agree,,,,Strongly Agree,,,
a152E00000FE6XsQAL,District/Network 2,School 106,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Agree,,,Agree,,,10
a152E00000FE6XsQAL,District/Network 2,School 109,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FE6XsQAL,District/Network 2,School 109,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 109,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FE6XsQAL,District/Network 2,School 113,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 113,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FE6XsQAL,District/Network 2,School 115,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000F5MPAQA3,District/Network 2,School 118,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 118,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Agree,,,8
a152E00000F5MPAQA3,District/Network 2,School 122,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 122,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Agree,,,9
a152E00000FE6XsQAL,District/Network 2,School 122,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Assistant Principal,,,,Strongly Agree,,,Agree,,,10
a152E00000FE6XsQAL,District/Network 2,School 127,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 127,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Disagree,,,Strongly Disagree,,,10
a152E00000FE6rwQAD,District/Network 44,School 128,Professional Development,Virtual,11/18/2021,Facilitator 14,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 129,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 129,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,5
a152E00000FE6XsQAL,District/Network 2,School 132,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,School 132,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Somewhat Agree,,,Agree,,,8
a152E00000FE6XsQAL,District/Network 2,School 136,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Agree,,,Agree,,,7
a152E00000F5MPAQA3,District/Network 2,School 136,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Agree,,,Agree,,,9
a152E00000F5MPAQA3,District/Network 2,School 136,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FE6XeQAL,District/Network 2,School 138,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,8
a152E00000F3wGYQAZ,District/Network 3,School 140,Action Planning,On-site,11/18/2021,Facilitator 4,Facilitator 7,Facilitator 9,,Principal,Somewhat Agree,Agree,Somewhat Agree,,,,Agree,,,
a152E00000F3wGYQAZ,District/Network 3,School 140,Action Planning,On-site,11/18/2021,Facilitator 4,Facilitator 7,Facilitator 9,,Assistant Principal,Strongly Agree,Strongly Agree,Agree,,,,Strongly Agree,,,
a152E00000F5CNkQAN,District/Network 47,School 150,Professional Development,Virtual,11/18/2021,Facilitator 52,,,,Teacher,,,,Agree,,,Agree,,,10
a152E00000FE6XeQAL,District/Network 2,School 167,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FE6XeQAL,District/Network 2,School 168,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Agree,,,Agree,,,7
a152E00000F5Md4QAF,District/Network 59,School 169,Action Planning,Virtual,11/18/2021,Facilitator 35,Facilitator 28,Facilitator 36,,Principal,Strongly Agree,Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000FE6gAQAT,District/Network 60,School 184,Action Planning,Virtual,11/18/2021,Facilitator 38,Facilitator 34,,,District Leader / CMO Leader,Strongly Agree,Agree,Agree,,,,Strongly Agree,,,
a152E00000FE6gAQAT,District/Network 60,School 184,Action Planning,Virtual,11/18/2021,Facilitator 38,Facilitator 34,,,District Leader / CMO Leader,Strongly Agree,Agree,Agree,,,,Strongly Agree,,,
a152E00000FE6gAQAT,District/Network 60,School 184,Action Planning,Virtual,11/18/2021,Facilitator 38,Facilitator 34,,,Assistant Principal,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000FE6gAQAT,District/Network 60,School 184,Action Planning,Virtual,11/18/2021,Facilitator 38,Facilitator 34,,,Instructional Coach,Agree,Somewhat Agree,Agree,,,,Agree,,,
a152E00000FE6gAQAT,District/Network 60,School 184,Action Planning,Virtual,11/18/2021,Facilitator 38,Facilitator 34,,,Principal,Agree,Strongly Agree,Strongly Agree,,,,Agree,,,
a152E00000FE6XeQAL,District/Network 2,School 81,Professional Development,On-site,11/18/2021,Facilitator 8,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5NoxQAF,District/Network 65,School 204,Walkthrough and Debrief,On-site,11/18/2021,Facilitator 42,Facilitator 36,,,Instructional Coach,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,7
a152E00000F5NoxQAF,District/Network 65,School 204,Walkthrough and Debrief,On-site,11/18/2021,Facilitator 42,Facilitator 36,,,District Leader / CMO Leader,,,,,,Agree,Strongly Agree,,Strongly Agree,10
a152E00000F5NoxQAF,District/Network 65,School 204,Walkthrough and Debrief,On-site,11/18/2021,Facilitator 42,Facilitator 36,,,Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000F5MinQAF,District/Network 72,,Professional Development,Virtual,11/18/2021,Facilitator 26,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MinQAF,District/Network 72,,Professional Development,Virtual,11/18/2021,Facilitator 26,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MPAQA3,District/Network 2,,Professional Development,Virtual,11/18/2021,Facilitator 3,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MisQAF,District/Network 44,,Leader Coaching,Virtual,11/18/2021,Facilitator 26,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FE6gFQAT,District/Network 60,School 181,Action Planning,Virtual,11/19/2021,Facilitator 38,Facilitator 34,,,Principal,Agree,Agree,Strongly Agree,,,,Agree,,,
a152E00000FE6gFQAT,District/Network 60,School 181,Action Planning,Virtual,11/19/2021,Facilitator 38,Facilitator 34,,,Other,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000FE6gFQAT,District/Network 60,School 181,Action Planning,Virtual,11/19/2021,Facilitator 38,Facilitator 34,,,Assistant Principal,Agree,Disagree,Neutral,,,,Somewhat Agree,,,
a152E00000FEXDKQA5,District/Network 26,School 59,Leader Coaching,Virtual,11/29/2021,Facilitator 24,,,,Instructional Coach,,,,Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEU5XQAX,District/Network 27,School 61,Leader Coaching,Virtual,11/29/2021,Facilitator 26,,,,Teacher Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000F5MiPQAV,District/Network 27,School 61,Leader Coaching,Virtual,11/29/2021,Facilitator 21,,,,Other,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEXDFQA5,District/Network 27,School 61,Leader Coaching,Virtual,11/29/2021,Facilitator 24,,,,Teacher Leader,,,,Agree,,,Agree,,Strongly Agree,
a152E00000FEU5XQAX,District/Network 27,School 61,Leader Coaching,Virtual,11/29/2021,Facilitator 26,,,,Other,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEXDLQA5,District/Network 28,School 64,Leader Coaching,Virtual,11/29/2021,Facilitator 24,,,,Instructional Coach,,,,Strongly Agree,,,Agree,,Agree,
a152E00000FEO9UQAX,District/Network 35,School 90,Leader Coaching,Virtual,11/29/2021,Facilitator 35,Facilitator 28,,,Instructional Coach,,,,Somewhat Agree,,,Agree,,Agree,
a152E00000FETlLQAX,District/Network 63,School 196,Professional Development,Virtual,11/29/2021,Facilitator 61,Facilitator 62,,,Instructional Coach,,,,Agree,,,Agree,,,10
a152E00000FETlLQAX,District/Network 63,School 196,Professional Development,Virtual,11/29/2021,Facilitator 61,Facilitator 62,,,Instructional Coach,,,,Agree,,,Strongly Agree,,,10
a152E00000FETlLQAX,District/Network 63,School 197,Professional Development,Virtual,11/29/2021,Facilitator 61,Facilitator 62,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FETlLQAX,District/Network 63,School 197,Professional Development,Virtual,11/29/2021,Facilitator 61,Facilitator 62,,,Instructional Coach,,,,Somewhat Agree,,,Strongly Agree,,,10
a152E00000FETlLQAX,District/Network 63,School 197,Professional Development,Virtual,11/29/2021,Facilitator 61,Facilitator 62,,,Instructional Coach,,,,Agree,,,Strongly Agree,,,10
a152E00000FETlLQAX,District/Network 63,School 199,Professional Development,Virtual,11/29/2021,Facilitator 61,Facilitator 62,,,Instructional Coach,,,,Agree,,,Agree,,,9
a152E00000FETlLQAX,District/Network 63,School 201,Professional Development,Virtual,11/29/2021,Facilitator 61,Facilitator 62,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MdTQAV,District/Network 67,,Professional Development,Virtual,11/29/2021,Facilitator 64,Facilitator 62,,,Superintendent / CMO Executive Director,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F5MdTQAV,District/Network 67,,Professional Development,Virtual,11/29/2021,Facilitator 64,Facilitator 62,,,Other,,,,Strongly Agree,,,Agree,,,9
a152E00000F5MdTQAV,District/Network 67,,Professional Development,Virtual,11/29/2021,Facilitator 64,Facilitator 62,,,Assistant Principal,,,,Neutral,,,Neutral,,,10
a152E00000FEO9FQAX,District/Network 9,School 12,Walkthrough and Debrief,On-site,11/30/2021,Facilitator 18,Facilitator 17,Facilitator 19,,Instructional Coach,,,,,,Agree,Strongly Agree,,Strongly Agree,3
a152E00000FEOEfQAP,District/Network 20,School 38,Leader Coaching,Virtual,11/30/2021,Facilitator 28,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEOEfQAP,District/Network 20,School 38,Leader Coaching,Virtual,11/30/2021,Facilitator 28,,,,Teacher Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEOEfQAP,District/Network 20,School 39,Leader Coaching,Virtual,11/30/2021,Facilitator 28,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEOEfQAP,District/Network 20,School 39,Leader Coaching,Virtual,11/30/2021,Facilitator 28,,,,Principal,,,,Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEOEfQAP,District/Network 20,School 39,Leader Coaching,Virtual,11/30/2021,Facilitator 28,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEXPTQA5,District/Network 26,School 59,Progress Monitoring,Virtual,11/30/2021,Facilitator 23,,,,Assistant Principal,Agree,Agree,Strongly Agree,,,,Agree,,,9
a152E00000FEXPTQA5,District/Network 26,School 59,Progress Monitoring,Virtual,11/30/2021,Facilitator 23,,,,Instructional Coach,Strongly Agree,Strongly Agree,Strongly Agree,,,,Strongly Agree,,,10
a152E00000FEXPTQA5,District/Network 26,School 59,Progress Monitoring,Virtual,11/30/2021,Facilitator 23,,,,Instructional Coach,Agree,Agree,Agree,,,,Agree,,,10
a152E00000FEO9KQAX,District/Network 29,School 66,Professional Development,On-site,11/30/2021,Facilitator 41,,,,Teacher,,,,Agree,,,Strongly Agree,,,10
a152E00000FEO9KQAX,District/Network 29,School 66,Professional Development,On-site,11/30/2021,Facilitator 41,,,,Teacher,,,,Agree,,,Agree,,,7
a152E00000FEO9KQAX,District/Network 29,School 66,Professional Development,On-site,11/30/2021,Facilitator 41,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEO9KQAX,District/Network 29,School 66,Professional Development,On-site,11/30/2021,Facilitator 41,,,,Teacher,,,,Agree,,,Neutral,,,7
a152E00000FEO9PQAX,District/Network 7,School 108,Leader Coaching,Virtual,11/30/2021,Facilitator 12,,,,Assistant Principal,,,,Agree,,,Agree,,Agree,
a152E00000FEOEgQAP,District/Network 61,School 186,Professional Development,Virtual,11/30/2021,Facilitator 35,Facilitator 37,Facilitator 11,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEOEgQAP,District/Network 61,School 186,Professional Development,Virtual,11/30/2021,Facilitator 35,Facilitator 37,Facilitator 11,,Other,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEOEgQAP,District/Network 61,School 186,Professional Development,Virtual,11/30/2021,Facilitator 35,Facilitator 37,Facilitator 11,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEOEgQAP,District/Network 61,School 186,Professional Development,Virtual,11/30/2021,Facilitator 35,Facilitator 37,Facilitator 11,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEOEgQAP,District/Network 61,School 186,Professional Development,Virtual,11/30/2021,Facilitator 35,Facilitator 37,Facilitator 11,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEXHMQA5,District/Network 44,,Leader Coaching,Virtual,11/30/2021,Facilitator 26,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEXPIQA5,District/Network 44,,Leader Coaching,Virtual,11/30/2021,Facilitator 26,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEXPNQA5,District/Network 44,,Teacher Coaching,Virtual,11/30/2021,Facilitator 26,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEZfyQAH,District/Network 3,School 3,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Agree,,,9
a152E00000FEZfjQAH,District/Network 2,School 2,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000FEZgcQAH,District/Network 9,School 10,Walkthrough and Debrief,On-site,12/1/2021,Facilitator 18,Facilitator 17,Facilitator 19,,Assistant Principal,,,,,,Strongly Agree,Strongly Agree,,Strongly Agree,10
a152E00000FEZgcQAH,District/Network 9,School 10,Walkthrough and Debrief,On-site,12/1/2021,Facilitator 18,Facilitator 17,Facilitator 19,,Principal,,,,,,Agree,Agree,,Somewhat Agree,7
a152E00000FEZfjQAH,District/Network 2,School 16,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 24,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 24,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 37,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Neutral,,,Neutral,,,7
a152E00000FEZfjQAH,District/Network 2,School 37,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Agree,,,9
a152E00000FEZfjQAH,District/Network 2,School 50,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Disagree,,,Somewhat Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 50,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Agree,,,9
a152E00000FEZfjQAH,District/Network 2,School 63,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 63,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Agree,,,7
a152E00000FEZfjQAH,District/Network 2,School 71,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 71,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 85,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 91,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 138,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Agree,,,8
a152E00000FEZgDQAX,District/Network 46,School 146,Leader Coaching,Virtual,12/1/2021,Facilitator 51,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEZgIQAX,District/Network 46,School 148,Leader Coaching,Virtual,12/1/2021,Facilitator 51,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEZmaQAH,District/Network 53,School 159,Leader Coaching,Virtual,12/1/2021,Facilitator 12,,,,Superintendent / CMO Executive Director,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEZfjQAH,District/Network 2,School 168,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000F495SQAR,District/Network 60,School 173,Walkthrough and Debrief,On-site,12/1/2021,Facilitator 38,Facilitator 34,,,Other,,,,,,Neutral,Agree,,Neutral,7
a152E00000FEZfjQAH,District/Network 2,School 81,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfjQAH,District/Network 2,School 81,Professional Development,Virtual,12/1/2021,Facilitator 4,Facilitator 3,,,Assistant Principal,,,,Agree,,,Agree,,,6
a152E00000FEZfyQAH,District/Network 3,School 210,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfyQAH,District/Network 3,School 211,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Strongly Agree,,,10
a152E00000FEZfyQAH,District/Network 3,School 212,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Agree,,,7
a152E00000FEZfyQAH,District/Network 3,School 213,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Agree,,,7
a152E00000FEZfyQAH,District/Network 3,School 214,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Somewhat Agree,,,4
a152E00000FEZfyQAH,District/Network 3,School 215,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Agree,,,9
a152E00000FEZfyQAH,District/Network 3,School 217,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Agree,,,7
a152E00000FEZfyQAH,District/Network 3,School 218,Professional Development,Virtual,12/1/2021,Facilitator 5,,,,Principal,,,,Agree,,,Somewhat Agree,,,3
a152E00000FEUFPQA5,District/Network 75,,Action Planning,Virtual,12/1/2021,Facilitator 25,Facilitator 73,,,Instructional Coach,Strongly Agree,Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000FEZmkQAH,District/Network 15,,Teacher Coaching,Virtual,12/1/2021,Facilitator 6,,,,Teacher,,,,Agree,,,Strongly Agree,,Agree,
a152E00000FEZmkQAH,District/Network 15,,Teacher Coaching,Virtual,12/1/2021,Facilitator 6,,,,Teacher,,,,Somewhat Agree,,,Agree,,Strongly Agree,
a152E00000FEZmkQAH,District/Network 15,,Teacher Coaching,Virtual,12/1/2021,Facilitator 6,,,,Teacher,,,,Agree,,,Agree,,Agree,
a152E00000FEZmfQAH,District/Network 44,,Teacher Coaching,Virtual,12/1/2021,Facilitator 26,,,,Teacher,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEUFPQA5,District/Network 75,,Action Planning,Virtual,12/1/2021,Facilitator 25,Facilitator 73,,,Principal,Agree,Agree,Agree,,,,Strongly Agree,,,
a152E00000FEUFPQA5,District/Network 75,,Action Planning,Virtual,12/1/2021,Facilitator 25,Facilitator 73,,,Instructional Coach,Agree,Agree,Somewhat Agree,,,,Agree,,,
a152E00000FEZmpQAH,District/Network 44,,Teacher Coaching,Virtual,12/1/2021,Facilitator 14,,,,Teacher,,,,Agree,,,Agree,,Agree,
a152E00000FEUFPQA5,District/Network 75,,Action Planning,Virtual,12/1/2021,Facilitator 25,Facilitator 73,,,Instructional Coach,Strongly Agree,Agree,Strongly Agree,,,,Strongly Agree,,,
a152E00000FEZg3QAH,District/Network 3,School 3,Professional Development,Virtual,12/2/2021,Facilitator 5,,,,Assistant Principal,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfzQAH,District/Network 2,School 2,Professional Development,Virtual,12/2/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Agree,,,9
a152E00000FEZfzQAH,District/Network 2,School 24,Professional Development,Virtual,12/2/2021,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Somewhat Agree,,,5
a152E00000FEZfzQAH,District/Network 2,School 37,Professional Development,Virtual,12/2/2021,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZfzQAH,District/Network 2,School 50,Professional Development,Virtual,12/2/2021,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,10
a152E00000FEZniQAH,District/Network 24,School 57,Leader Coaching,Virtual,12/2/2021,Facilitator 24,,,,Instructional Coach,,,,Agree,,,Agree,,Agree,
a152E00000FEZfzQAH,District/Network 2,School 60,Professional Development,Virtual,12/2/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Strongly Agree,,,10
a152E00000FEZfzQAH,District/Network 2,School 60,Professional Development,Virtual,12/2/2021,Facilitator 8,,,,Instructional Coach,,,,Strongly Agree,,,Strongly Agree,,,9
a152E00000FEZnsQAH,District/Network 32,School 72,Leader Coaching,On-site,12/2/2021,Facilitator 16,,,,District Leader / CMO Leader,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEZnsQAH,District/Network 32,School 72,Leader Coaching,On-site,12/2/2021,Facilitator 16,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEZgEQAX,District/Network 31,School 70,Leader Coaching,Virtual,12/2/2021,Facilitator 5,,,,Principal,,,,Strongly Agree,,,Strongly Agree,,Strongly Agree,
a152E00000FEZnsQAH,District/Network 32,School 72,Leader Coaching,On-site,12/2/2021,Facilitator 16,,,,Assistant Principal,,,,Agree,,,Agree,,Agree,
a152E00000FEZfzQAH,District/Network 2,School 71,Professional Development,Virtual,12/2/2021,Facilitator 8,,,,Instructional Coach,,,,Agree,,,Strongly Agree,,,8
